[2019-04-16 09:15:25.549074] Update: 0 / 1000, Frames: 2500, Success: 0.075, PL: -0.024, VL: 58.900, Ent: 1.368, SAMPLES: 125.0
[2019-04-16 09:17:25.695990] Update: 1 / 1000, Frames: 5000, Success: 0.081, PL: 0.011, VL: 48.559, Ent: 1.314, SAMPLES: 120.0
[2019-04-16 09:19:45.918700] Update: 2 / 1000, Frames: 7500, Success: 0.100, PL: -0.007, VL: 71.065, Ent: 1.259, SAMPLES: 120.0
[2019-04-16 09:22:25.445647] Update: 3 / 1000, Frames: 10000, Success: 0.119, PL: -0.014, VL: 44.641, Ent: 1.204, SAMPLES: 124.0
[2019-04-16 09:25:26.645208] Update: 4 / 1000, Frames: 12500, Success: 0.062, PL: 0.014, VL: 57.121, Ent: 1.150, SAMPLES: 117.0
[2019-04-16 09:28:52.284715] Update: 5 / 1000, Frames: 15000, Success: 0.088, PL: -0.010, VL: 51.405, Ent: 1.101, SAMPLES: 110.0
[2019-04-16 09:33:04.616089] Update: 6 / 1000, Frames: 17500, Success: 0.119, PL: -0.006, VL: 51.457, Ent: 1.058, SAMPLES: 99.0
[2019-04-16 09:37:53.658504] Update: 7 / 1000, Frames: 20000, Success: 0.075, PL: -0.011, VL: 55.901, Ent: 1.023, SAMPLES: 100.0
[2019-04-16 09:43:32.378245] Update: 8 / 1000, Frames: 22500, Success: 0.081, PL: -0.016, VL: 46.409, Ent: 0.990, SAMPLES: 92.0
[2019-04-16 09:49:39.851425] Update: 9 / 1000, Frames: 25000, Success: 0.088, PL: -0.012, VL: 33.621, Ent: 0.960, SAMPLES: 87.0
[2019-04-16 09:55:44.454024] Update: 10 / 1000, Frames: 27500, Success: 0.019, PL: -0.023, VL: 43.197, Ent: 0.932, SAMPLES: 85.0
[2019-04-16 10:02:12.397380] Update: 11 / 1000, Frames: 30000, Success: 0.075, PL: -0.005, VL: 49.346, Ent: 0.903, SAMPLES: 94.0
[2019-04-16 10:08:19.957380] Update: 12 / 1000, Frames: 32500, Success: 0.050, PL: -0.029, VL: 41.216, Ent: 0.872, SAMPLES: 86.0
[2019-04-16 10:14:57.333863] Update: 13 / 1000, Frames: 35000, Success: 0.088, PL: -0.012, VL: 39.656, Ent: 0.844, SAMPLES: 92.0
[2019-04-16 10:21:17.520919] Update: 14 / 1000, Frames: 37500, Success: 0.062, PL: -0.037, VL: 38.805, Ent: 0.814, SAMPLES: 87.0
[2019-04-16 10:27:40.484854] Update: 15 / 1000, Frames: 40000, Success: 0.081, PL: -0.026, VL: 41.283, Ent: 0.785, SAMPLES: 85.0
[2019-04-16 10:33:50.549908] Update: 16 / 1000, Frames: 42500, Success: 0.038, PL: -0.007, VL: 27.420, Ent: 0.757, SAMPLES: 70.0
[2019-04-16 10:39:30.522237] Update: 17 / 1000, Frames: 45000, Success: 0.094, PL: -0.023, VL: 29.626, Ent: 0.730, SAMPLES: 91.0
[2019-04-16 10:45:22.103547] Update: 18 / 1000, Frames: 47500, Success: 0.056, PL: -0.007, VL: 32.299, Ent: 0.704, SAMPLES: 90.0
[2019-04-16 10:50:40.443816] Update: 19 / 1000, Frames: 50000, Success: 0.088, PL: 0.000, VL: 42.010, Ent: 0.674, SAMPLES: 78.0
[2019-04-16 10:55:22.696102] Update: 20 / 1000, Frames: 52500, Success: 0.056, PL: -0.016, VL: 48.717, Ent: 0.646, SAMPLES: 96.0
[2019-04-16 10:59:31.304772] Update: 21 / 1000, Frames: 55000, Success: 0.069, PL: -0.015, VL: 33.278, Ent: 0.618, SAMPLES: 83.0
[2019-04-16 11:03:26.039466] Update: 22 / 1000, Frames: 57500, Success: 0.094, PL: -0.030, VL: 27.577, Ent: 0.590, SAMPLES: 96.0
[2019-04-16 11:06:43.412845] Update: 23 / 1000, Frames: 60000, Success: 0.113, PL: -0.020, VL: 29.839, Ent: 0.564, SAMPLES: 88.0
[2019-04-16 11:10:07.222208] Update: 24 / 1000, Frames: 62500, Success: 0.100, PL: -0.030, VL: 26.974, Ent: 0.539, SAMPLES: 89.0
[2019-04-16 11:13:11.227514] Update: 25 / 1000, Frames: 65000, Success: 0.088, PL: -0.020, VL: 24.873, Ent: 0.514, SAMPLES: 68.0
