[2019-04-15 15:32:17.574234] Update: 0 / 1000, Frames: 2500, Success: 0.069, PL: -0.004, VL: 59.777, Ent: 1.369, SAMPLES: 118.0
[2019-04-15 18:56:38.416060] Update: 37 / 1000, Frames: 95000, Success: 0.169, PL: -0.023, VL: 25.059, Ent: 0.356, SAMPLES: 85.0
[2019-04-15 18:58:08.790125] Update: 38 / 1000, Frames: 97500, Success: 0.181, PL: -0.036, VL: 26.978, Ent: 0.341, SAMPLES: 90.0
[2019-04-15 18:59:29.227206] Update: 39 / 1000, Frames: 100000, Success: 0.219, PL: -0.036, VL: 18.554, Ent: 0.322, SAMPLES: 77.0
[2019-04-15 19:00:41.820320] Update: 40 / 1000, Frames: 102500, Success: 0.213, PL: -0.012, VL: 20.376, Ent: 0.307, SAMPLES: 95.0
[2019-04-15 19:01:58.870199] Update: 41 / 1000, Frames: 105000, Success: 0.200, PL: -0.026, VL: 28.079, Ent: 0.291, SAMPLES: 88.0
[2019-04-15 19:03:11.862488] Update: 42 / 1000, Frames: 107500, Success: 0.244, PL: -0.015, VL: 21.493, Ent: 0.279, SAMPLES: 86.0
[2019-04-15 19:04:17.409827] Update: 43 / 1000, Frames: 110000, Success: 0.219, PL: -0.025, VL: 15.526, Ent: 0.264, SAMPLES: 76.0
[2019-04-15 19:05:17.805338] Update: 44 / 1000, Frames: 112500, Success: 0.294, PL: -0.020, VL: 22.527, Ent: 0.251, SAMPLES: 83.0
[2019-04-15 19:06:22.559350] Update: 45 / 1000, Frames: 115000, Success: 0.275, PL: -0.008, VL: 15.093, Ent: 0.239, SAMPLES: 90.0
[2019-04-15 19:07:16.895327] Update: 46 / 1000, Frames: 117500, Success: 0.269, PL: -0.036, VL: 26.888, Ent: 0.225, SAMPLES: 67.0
[2019-04-15 19:08:22.636446] Update: 47 / 1000, Frames: 120000, Success: 0.319, PL: -0.027, VL: 22.553, Ent: 0.214, SAMPLES: 85.0
[2019-04-15 19:09:15.151682] Update: 48 / 1000, Frames: 122500, Success: 0.269, PL: -0.001, VL: 14.708, Ent: 0.201, SAMPLES: 75.0
[2019-04-15 19:10:11.482517] Update: 49 / 1000, Frames: 125000, Success: 0.300, PL: -0.029, VL: 22.264, Ent: 0.190, SAMPLES: 72.0
[2019-04-15 19:11:05.945515] Update: 50 / 1000, Frames: 127500, Success: 0.388, PL: -0.007, VL: 27.583, Ent: 0.176, SAMPLES: 94.0
[2019-04-15 19:11:59.199717] Update: 51 / 1000, Frames: 130000, Success: 0.381, PL: -0.013, VL: 14.526, Ent: 0.164, SAMPLES: 58.0
[2019-04-15 19:12:52.094898] Update: 52 / 1000, Frames: 132500, Success: 0.319, PL: -0.006, VL: 15.074, Ent: 0.155, SAMPLES: 78.0
[2019-04-15 19:13:42.379770] Update: 53 / 1000, Frames: 135000, Success: 0.319, PL: -0.022, VL: 17.400, Ent: 0.144, SAMPLES: 94.0
[2019-04-15 19:14:30.567861] Update: 54 / 1000, Frames: 137500, Success: 0.331, PL: -0.021, VL: 15.070, Ent: 0.135, SAMPLES: 85.0
[2019-04-15 19:15:18.129028] Update: 55 / 1000, Frames: 140000, Success: 0.356, PL: -0.013, VL: 19.719, Ent: 0.125, SAMPLES: 81.0
[2019-04-15 19:16:09.788636] Update: 56 / 1000, Frames: 142500, Success: 0.350, PL: -0.025, VL: 16.505, Ent: 0.114, SAMPLES: 83.0
[2019-04-15 19:16:57.325274] Update: 57 / 1000, Frames: 145000, Success: 0.312, PL: -0.017, VL: 15.704, Ent: 0.106, SAMPLES: 103.0
[2019-04-15 19:17:44.120575] Update: 58 / 1000, Frames: 147500, Success: 0.306, PL: -0.043, VL: 12.813, Ent: 0.096, SAMPLES: 87.0
[2019-04-15 19:18:34.950925] Update: 59 / 1000, Frames: 150000, Success: 0.331, PL: -0.014, VL: 16.063, Ent: 0.086, SAMPLES: 91.0
[2019-04-15 19:19:22.035897] Update: 60 / 1000, Frames: 152500, Success: 0.375, PL: -0.028, VL: 19.458, Ent: 0.078, SAMPLES: 89.0
[2019-04-15 19:20:08.586016] Update: 61 / 1000, Frames: 155000, Success: 0.450, PL: -0.022, VL: 15.879, Ent: 0.070, SAMPLES: 86.0
[2019-04-15 19:20:52.466678] Update: 62 / 1000, Frames: 157500, Success: 0.381, PL: -0.012, VL: 11.840, Ent: 0.060, SAMPLES: 85.0
[2019-04-15 19:21:35.914079] Update: 63 / 1000, Frames: 160000, Success: 0.519, PL: -0.022, VL: 14.088, Ent: 0.051, SAMPLES: 102.0
[2019-04-15 19:22:20.157927] Update: 64 / 1000, Frames: 162500, Success: 0.438, PL: -0.017, VL: 20.732, Ent: 0.042, SAMPLES: 101.0
[2019-04-15 19:23:05.571093] Update: 65 / 1000, Frames: 165000, Success: 0.438, PL: -0.025, VL: 15.394, Ent: 0.033, SAMPLES: 76.0
[2019-04-15 19:23:49.636067] Update: 66 / 1000, Frames: 167500, Success: 0.400, PL: -0.012, VL: 17.039, Ent: 0.023, SAMPLES: 108.0
[2019-04-15 19:24:28.956956] Update: 67 / 1000, Frames: 170000, Success: 0.475, PL: -0.014, VL: 14.339, Ent: 0.013, SAMPLES: 103.0
[2019-04-15 19:25:08.352523] Update: 68 / 1000, Frames: 172500, Success: 0.475, PL: -0.012, VL: 12.164, Ent: 0.007, SAMPLES: 77.0
[2019-04-15 19:25:48.153124] Update: 69 / 1000, Frames: 175000, Success: 0.531, PL: -0.047, VL: 16.360, Ent: 0.003, SAMPLES: 77.0
[2019-04-15 19:26:27.080388] Update: 70 / 1000, Frames: 177500, Success: 0.575, PL: -0.025, VL: 18.203, Ent: -0.003, SAMPLES: 75.0
[2019-04-15 19:27:07.581768] Update: 71 / 1000, Frames: 180000, Success: 0.488, PL: -0.022, VL: 18.961, Ent: -0.010, SAMPLES: 93.0
[2019-04-15 19:27:50.038036] Update: 72 / 1000, Frames: 182500, Success: 0.519, PL: -0.034, VL: 14.564, Ent: -0.017, SAMPLES: 98.0
[2019-04-15 19:28:32.829697] Update: 73 / 1000, Frames: 185000, Success: 0.494, PL: -0.052, VL: 20.295, Ent: -0.026, SAMPLES: 98.0
[2019-04-15 19:29:17.610536] Update: 74 / 1000, Frames: 187500, Success: 0.438, PL: -0.017, VL: 16.742, Ent: -0.030, SAMPLES: 94.0
[2019-04-15 19:29:57.946843] Update: 75 / 1000, Frames: 190000, Success: 0.462, PL: -0.013, VL: 16.839, Ent: -0.038, SAMPLES: 80.0
[2019-04-15 19:30:37.030651] Update: 76 / 1000, Frames: 192500, Success: 0.456, PL: -0.011, VL: 12.224, Ent: -0.043, SAMPLES: 99.0
[2019-04-15 19:31:16.227318] Update: 77 / 1000, Frames: 195000, Success: 0.556, PL: -0.025, VL: 15.549, Ent: -0.048, SAMPLES: 75.0
[2019-04-15 19:31:54.573983] Update: 78 / 1000, Frames: 197500, Success: 0.519, PL: -0.015, VL: 11.536, Ent: -0.055, SAMPLES: 88.0
[2019-04-15 19:32:32.575055] Update: 79 / 1000, Frames: 200000, Success: 0.606, PL: -0.015, VL: 8.399, Ent: -0.063, SAMPLES: 74.0
[2019-04-15 19:33:11.829746] Update: 80 / 1000, Frames: 202500, Success: 0.550, PL: 0.030, VL: 17.949, Ent: -0.070, SAMPLES: 85.0
[2019-04-15 19:33:52.392730] Update: 81 / 1000, Frames: 205000, Success: 0.675, PL: -0.024, VL: 17.653, Ent: -0.077, SAMPLES: 65.0
[2019-04-15 19:34:31.070250] Update: 82 / 1000, Frames: 207500, Success: 0.606, PL: -0.043, VL: 15.243, Ent: -0.082, SAMPLES: 74.0
[2019-04-15 19:35:08.206708] Update: 83 / 1000, Frames: 210000, Success: 0.644, PL: -0.034, VL: 14.889, Ent: -0.086, SAMPLES: 80.0
[2019-04-15 19:35:49.377878] Update: 84 / 1000, Frames: 212500, Success: 0.669, PL: -0.005, VL: 16.216, Ent: -0.093, SAMPLES: 91.0
[2019-04-15 19:36:29.266061] Update: 85 / 1000, Frames: 215000, Success: 0.613, PL: -0.031, VL: 19.462, Ent: -0.101, SAMPLES: 70.0
[2019-04-15 19:37:09.458555] Update: 86 / 1000, Frames: 217500, Success: 0.650, PL: -0.017, VL: 17.629, Ent: -0.107, SAMPLES: 68.0
[2019-04-15 19:37:50.729552] Update: 87 / 1000, Frames: 220000, Success: 0.619, PL: -0.040, VL: 16.202, Ent: -0.111, SAMPLES: 69.0
[2019-04-15 19:38:32.268332] Update: 88 / 1000, Frames: 222500, Success: 0.581, PL: -0.044, VL: 7.879, Ent: -0.118, SAMPLES: 70.0
[2019-04-15 19:39:12.440216] Update: 89 / 1000, Frames: 225000, Success: 0.637, PL: -0.028, VL: 16.846, Ent: -0.123, SAMPLES: 91.0
[2019-04-15 19:39:53.062364] Update: 90 / 1000, Frames: 227500, Success: 0.631, PL: -0.037, VL: 13.176, Ent: -0.129, SAMPLES: 81.0
[2019-04-15 19:40:32.490618] Update: 91 / 1000, Frames: 230000, Success: 0.637, PL: -0.031, VL: 9.913, Ent: -0.136, SAMPLES: 69.0
[2019-04-15 19:41:13.439870] Update: 92 / 1000, Frames: 232500, Success: 0.706, PL: -0.029, VL: 12.762, Ent: -0.141, SAMPLES: 65.0
[2019-04-15 19:41:51.889483] Update: 93 / 1000, Frames: 235000, Success: 0.694, PL: -0.038, VL: 9.509, Ent: -0.145, SAMPLES: 63.0
[2019-04-15 19:42:28.128055] Update: 94 / 1000, Frames: 237500, Success: 0.725, PL: -0.041, VL: 11.110, Ent: -0.148, SAMPLES: 71.0
[2019-04-15 19:43:06.652667] Update: 95 / 1000, Frames: 240000, Success: 0.775, PL: -0.044, VL: 13.170, Ent: -0.153, SAMPLES: 77.0
[2019-04-15 19:43:45.173818] Update: 96 / 1000, Frames: 242500, Success: 0.769, PL: -0.029, VL: 15.507, Ent: -0.162, SAMPLES: 75.0
[2019-04-15 19:44:22.132862] Update: 97 / 1000, Frames: 245000, Success: 0.744, PL: -0.011, VL: 9.123, Ent: -0.166, SAMPLES: 81.0
[2019-04-15 19:45:02.322436] Update: 98 / 1000, Frames: 247500, Success: 0.719, PL: -0.004, VL: 9.692, Ent: -0.170, SAMPLES: 72.0
[2019-04-15 19:45:40.108687] Update: 99 / 1000, Frames: 250000, Success: 0.744, PL: -0.018, VL: 13.108, Ent: -0.175, SAMPLES: 75.0
[2019-04-15 19:46:19.186816] Update: 100 / 1000, Frames: 252500, Success: 0.794, PL: -0.050, VL: 14.281, Ent: -0.178, SAMPLES: 58.0
[2019-04-15 19:46:58.174385] Update: 101 / 1000, Frames: 255000, Success: 0.737, PL: -0.048, VL: 12.865, Ent: -0.184, SAMPLES: 54.0
[2019-04-15 19:47:38.193262] Update: 102 / 1000, Frames: 257500, Success: 0.756, PL: -0.034, VL: 8.375, Ent: -0.188, SAMPLES: 51.0
[2019-04-15 19:48:18.597998] Update: 103 / 1000, Frames: 260000, Success: 0.800, PL: -0.041, VL: 6.973, Ent: -0.193, SAMPLES: 69.0
[2019-04-15 19:48:57.968522] Update: 104 / 1000, Frames: 262500, Success: 0.769, PL: -0.034, VL: 10.888, Ent: -0.197, SAMPLES: 51.0
[2019-04-15 19:49:37.997169] Update: 105 / 1000, Frames: 265000, Success: 0.806, PL: -0.038, VL: 10.556, Ent: -0.200, SAMPLES: 54.0
[2019-04-15 19:50:16.992042] Update: 106 / 1000, Frames: 267500, Success: 0.806, PL: -0.006, VL: 11.012, Ent: -0.206, SAMPLES: 53.0
[2019-04-15 19:50:53.630722] Update: 107 / 1000, Frames: 270000, Success: 0.837, PL: -0.033, VL: 9.016, Ent: -0.211, SAMPLES: 51.0
[2019-04-15 19:51:29.641765] Update: 108 / 1000, Frames: 272500, Success: 0.781, PL: -0.016, VL: 13.396, Ent: -0.215, SAMPLES: 60.0
[2019-04-15 19:52:06.378224] Update: 109 / 1000, Frames: 275000, Success: 0.806, PL: -0.031, VL: 10.237, Ent: -0.221, SAMPLES: 65.0
[2019-04-15 19:52:46.527963] Update: 110 / 1000, Frames: 277500, Success: 0.831, PL: -0.040, VL: 10.972, Ent: -0.227, SAMPLES: 39.0
[2019-04-15 19:53:22.752999] Update: 111 / 1000, Frames: 280000, Success: 0.825, PL: -0.017, VL: 11.432, Ent: -0.230, SAMPLES: 55.0
[2019-04-15 19:53:58.758581] Update: 112 / 1000, Frames: 282500, Success: 0.856, PL: -0.052, VL: 9.162, Ent: -0.237, SAMPLES: 45.0
[2019-04-15 19:54:38.150402] Update: 113 / 1000, Frames: 285000, Success: 0.844, PL: -0.023, VL: 9.771, Ent: -0.243, SAMPLES: 44.0
[2019-04-15 19:55:16.802610] Update: 114 / 1000, Frames: 287500, Success: 0.856, PL: -0.048, VL: 13.531, Ent: -0.245, SAMPLES: 44.0
[2019-04-15 19:55:54.300289] Update: 115 / 1000, Frames: 290000, Success: 0.837, PL: -0.034, VL: 7.770, Ent: -0.253, SAMPLES: 34.0
[2019-04-15 19:56:33.706256] Update: 116 / 1000, Frames: 292500, Success: 0.869, PL: -0.032, VL: 9.934, Ent: -0.254, SAMPLES: 42.0
[2019-04-15 19:57:13.205366] Update: 117 / 1000, Frames: 295000, Success: 0.900, PL: -0.024, VL: 13.771, Ent: -0.258, SAMPLES: 38.0
[2019-04-15 19:57:53.204004] Update: 118 / 1000, Frames: 297500, Success: 0.850, PL: -0.028, VL: 13.752, Ent: -0.261, SAMPLES: 50.0
[2019-04-15 19:58:33.227544] Update: 119 / 1000, Frames: 300000, Success: 0.825, PL: -0.022, VL: 17.030, Ent: -0.264, SAMPLES: 31.0
[2019-04-15 19:59:12.803020] Update: 120 / 1000, Frames: 302500, Success: 0.887, PL: -0.030, VL: 8.304, Ent: -0.266, SAMPLES: 51.0
[2019-04-15 19:59:51.921346] Update: 121 / 1000, Frames: 305000, Success: 0.850, PL: -0.020, VL: 12.992, Ent: -0.268, SAMPLES: 52.0
[2019-04-15 20:00:29.269923] Update: 122 / 1000, Frames: 307500, Success: 0.863, PL: -0.012, VL: 10.095, Ent: -0.271, SAMPLES: 52.0
[2019-04-15 20:01:07.228329] Update: 123 / 1000, Frames: 310000, Success: 0.906, PL: -0.054, VL: 9.101, Ent: -0.273, SAMPLES: 35.0
[2019-04-15 20:01:45.715411] Update: 124 / 1000, Frames: 312500, Success: 0.869, PL: -0.036, VL: 14.147, Ent: -0.276, SAMPLES: 41.0
[2019-04-15 20:02:21.853517] Update: 125 / 1000, Frames: 315000, Success: 0.869, PL: -0.029, VL: 7.899, Ent: -0.280, SAMPLES: 46.0
[2019-04-15 20:02:58.273728] Update: 126 / 1000, Frames: 317500, Success: 0.894, PL: -0.037, VL: 10.375, Ent: -0.285, SAMPLES: 37.0
[2019-04-15 20:03:37.129512] Update: 127 / 1000, Frames: 320000, Success: 0.919, PL: -0.021, VL: 13.361, Ent: -0.287, SAMPLES: 34.0
[2019-04-15 20:04:13.569518] Update: 128 / 1000, Frames: 322500, Success: 0.931, PL: -0.052, VL: 5.204, Ent: -0.294, SAMPLES: 19.0
[2019-04-15 20:04:49.176294] Update: 129 / 1000, Frames: 325000, Success: 0.919, PL: -0.018, VL: 5.837, Ent: -0.302, SAMPLES: 28.0
[2019-04-15 20:05:27.953566] Update: 130 / 1000, Frames: 327500, Success: 0.881, PL: -0.025, VL: 10.535, Ent: -0.308, SAMPLES: 39.0
[2019-04-15 20:06:04.776936] Update: 131 / 1000, Frames: 330000, Success: 0.906, PL: -0.041, VL: 9.014, Ent: -0.313, SAMPLES: 36.0
[2019-04-15 20:06:44.118438] Update: 132 / 1000, Frames: 332500, Success: 0.919, PL: -0.032, VL: 9.984, Ent: -0.319, SAMPLES: 50.0
[2019-04-15 20:07:22.551288] Update: 133 / 1000, Frames: 335000, Success: 0.919, PL: -0.027, VL: 6.500, Ent: -0.323, SAMPLES: 37.0
[2019-04-15 20:08:01.797228] Update: 134 / 1000, Frames: 337500, Success: 0.944, PL: 0.001, VL: 14.393, Ent: -0.326, SAMPLES: 52.0
[2019-04-15 20:08:42.407435] Update: 135 / 1000, Frames: 340000, Success: 0.869, PL: -0.039, VL: 5.794, Ent: -0.328, SAMPLES: 46.0
[2019-04-15 20:09:21.680310] Update: 136 / 1000, Frames: 342500, Success: 0.944, PL: -0.043, VL: 13.591, Ent: -0.332, SAMPLES: 44.0
[2019-04-15 20:10:00.795756] Update: 137 / 1000, Frames: 345000, Success: 0.919, PL: -0.051, VL: 10.290, Ent: -0.337, SAMPLES: 19.0
[2019-04-15 20:10:39.901651] Update: 138 / 1000, Frames: 347500, Success: 0.925, PL: -0.050, VL: 8.767, Ent: -0.341, SAMPLES: 37.0
[2019-04-15 20:11:18.091088] Update: 139 / 1000, Frames: 350000, Success: 0.938, PL: -0.053, VL: 3.847, Ent: -0.344, SAMPLES: 35.0
[2019-04-15 20:11:56.357574] Update: 140 / 1000, Frames: 352500, Success: 0.894, PL: -0.055, VL: 9.932, Ent: -0.348, SAMPLES: 47.0
[2019-04-15 20:12:33.416295] Update: 141 / 1000, Frames: 355000, Success: 0.925, PL: -0.013, VL: 9.564, Ent: -0.353, SAMPLES: 38.0
[2019-04-15 20:13:10.316378] Update: 142 / 1000, Frames: 357500, Success: 0.925, PL: -0.029, VL: 7.583, Ent: -0.354, SAMPLES: 33.0
[2019-04-15 20:13:46.560302] Update: 143 / 1000, Frames: 360000, Success: 0.919, PL: -0.017, VL: 8.059, Ent: -0.357, SAMPLES: 18.0
[2019-04-15 20:14:23.729475] Update: 144 / 1000, Frames: 362500, Success: 0.919, PL: -0.032, VL: 8.196, Ent: -0.360, SAMPLES: 45.0
[2019-04-15 20:15:00.291479] Update: 145 / 1000, Frames: 365000, Success: 0.894, PL: -0.040, VL: 9.621, Ent: -0.364, SAMPLES: 29.0
[2019-04-15 20:15:36.489304] Update: 146 / 1000, Frames: 367500, Success: 0.881, PL: -0.058, VL: 9.363, Ent: -0.371, SAMPLES: 26.0
[2019-04-15 20:16:13.348076] Update: 147 / 1000, Frames: 370000, Success: 0.913, PL: -0.039, VL: 4.945, Ent: -0.375, SAMPLES: 30.0
[2019-04-15 20:16:51.232880] Update: 148 / 1000, Frames: 372500, Success: 0.931, PL: -0.048, VL: 11.712, Ent: -0.380, SAMPLES: 36.0
[2019-04-15 20:17:26.680381] Update: 149 / 1000, Frames: 375000, Success: 0.931, PL: -0.033, VL: 10.147, Ent: -0.381, SAMPLES: 46.0
[2019-04-15 20:18:03.924477] Update: 150 / 1000, Frames: 377500, Success: 0.913, PL: -0.037, VL: 5.820, Ent: -0.384, SAMPLES: 18.0
[2019-04-15 20:18:41.041973] Update: 151 / 1000, Frames: 380000, Success: 0.931, PL: -0.031, VL: 5.552, Ent: -0.387, SAMPLES: 26.0
[2019-04-15 20:19:19.933367] Update: 152 / 1000, Frames: 382500, Success: 0.938, PL: -0.051, VL: 5.778, Ent: -0.394, SAMPLES: 24.0
[2019-04-15 20:19:59.269470] Update: 153 / 1000, Frames: 385000, Success: 0.938, PL: 0.034, VL: 11.318, Ent: -0.398, SAMPLES: 34.0
[2019-04-15 20:20:38.546967] Update: 154 / 1000, Frames: 387500, Success: 0.969, PL: -0.048, VL: 5.813, Ent: -0.400, SAMPLES: 34.0
[2019-04-15 20:21:17.654343] Update: 155 / 1000, Frames: 390000, Success: 0.944, PL: -0.043, VL: 5.463, Ent: -0.405, SAMPLES: 28.0
[2019-04-15 20:21:56.809573] Update: 156 / 1000, Frames: 392500, Success: 0.944, PL: -0.019, VL: 5.544, Ent: -0.409, SAMPLES: 26.0
[2019-04-15 20:22:36.419487] Update: 157 / 1000, Frames: 395000, Success: 0.938, PL: -0.028, VL: 10.986, Ent: -0.413, SAMPLES: 34.0
[2019-04-15 20:23:16.032688] Update: 158 / 1000, Frames: 397500, Success: 0.950, PL: -0.021, VL: 13.395, Ent: -0.415, SAMPLES: 38.0
[2019-04-15 20:23:53.566469] Update: 159 / 1000, Frames: 400000, Success: 0.962, PL: -0.047, VL: 6.296, Ent: -0.420, SAMPLES: 18.0
[2019-04-15 20:24:32.084507] Update: 160 / 1000, Frames: 402500, Success: 0.969, PL: -0.065, VL: 5.154, Ent: -0.425, SAMPLES: 20.0
[2019-04-15 20:25:08.997832] Update: 161 / 1000, Frames: 405000, Success: 0.981, PL: -0.021, VL: 10.811, Ent: -0.431, SAMPLES: 31.0
[2019-04-15 20:25:46.245286] Update: 162 / 1000, Frames: 407500, Success: 0.950, PL: -0.046, VL: 10.879, Ent: -0.437, SAMPLES: 27.0
[2019-04-15 20:26:24.838731] Update: 163 / 1000, Frames: 410000, Success: 0.950, PL: -0.054, VL: 13.384, Ent: -0.439, SAMPLES: 21.0
[2019-04-15 20:27:01.055035] Update: 164 / 1000, Frames: 412500, Success: 0.919, PL: -0.039, VL: 12.234, Ent: -0.443, SAMPLES: 32.0
[2019-04-15 20:27:37.204317] Update: 165 / 1000, Frames: 415000, Success: 0.988, PL: -0.009, VL: 13.436, Ent: -0.445, SAMPLES: 34.0
[2019-04-15 20:28:14.713417] Update: 166 / 1000, Frames: 417500, Success: 0.938, PL: -0.022, VL: 10.178, Ent: -0.451, SAMPLES: 21.0
[2019-04-15 20:28:51.209063] Update: 167 / 1000, Frames: 420000, Success: 0.969, PL: -0.035, VL: 8.772, Ent: -0.456, SAMPLES: 18.0
[2019-04-15 20:29:29.671863] Update: 168 / 1000, Frames: 422500, Success: 0.950, PL: -0.048, VL: 7.159, Ent: -0.461, SAMPLES: 15.0
[2019-04-15 20:30:07.223029] Update: 169 / 1000, Frames: 425000, Success: 0.931, PL: -0.047, VL: 4.149, Ent: -0.467, SAMPLES: 19.0
[2019-04-15 20:30:46.742050] Update: 170 / 1000, Frames: 427500, Success: 0.962, PL: -0.014, VL: 8.536, Ent: -0.470, SAMPLES: 31.0
