[2019-04-16 01:29:13.555207] Update: 0 / 1000, Frames: 2500, Success: 0.050, PL: 0.001, VL: 57.295, Ent: 1.368, SAMPLES: 125.0
[2019-04-16 01:31:16.050459] Update: 1 / 1000, Frames: 5000, Success: 0.044, PL: -0.014, VL: 51.332, Ent: 1.316, SAMPLES: 122.0
[2019-04-16 01:33:37.963389] Update: 2 / 1000, Frames: 7500, Success: 0.062, PL: -0.000, VL: 68.181, Ent: 1.260, SAMPLES: 115.0
[2019-04-16 01:36:15.725188] Update: 3 / 1000, Frames: 10000, Success: 0.056, PL: -0.016, VL: 62.167, Ent: 1.210, SAMPLES: 117.0
[2019-04-16 01:39:25.518846] Update: 4 / 1000, Frames: 12500, Success: 0.062, PL: -0.013, VL: 60.295, Ent: 1.158, SAMPLES: 113.0
[2019-04-16 01:43:32.858639] Update: 5 / 1000, Frames: 15000, Success: 0.069, PL: -0.015, VL: 60.007, Ent: 1.115, SAMPLES: 101.0
[2019-04-16 01:48:42.486385] Update: 6 / 1000, Frames: 17500, Success: 0.050, PL: -0.010, VL: 56.104, Ent: 1.074, SAMPLES: 106.0
[2019-04-16 01:54:51.770299] Update: 7 / 1000, Frames: 20000, Success: 0.062, PL: -0.009, VL: 55.625, Ent: 1.039, SAMPLES: 97.0
[2019-04-16 02:01:17.304287] Update: 8 / 1000, Frames: 22500, Success: 0.094, PL: -0.021, VL: 32.456, Ent: 1.007, SAMPLES: 88.0
[2019-04-16 02:08:38.203832] Update: 9 / 1000, Frames: 25000, Success: 0.106, PL: -0.009, VL: 47.700, Ent: 0.976, SAMPLES: 99.0
[2019-04-16 02:15:35.792472] Update: 10 / 1000, Frames: 27500, Success: 0.069, PL: -0.016, VL: 43.190, Ent: 0.945, SAMPLES: 91.0
[2019-04-16 02:23:27.343539] Update: 11 / 1000, Frames: 30000, Success: 0.056, PL: -0.002, VL: 54.528, Ent: 0.915, SAMPLES: 93.0
[2019-04-16 02:33:01.357194] Update: 12 / 1000, Frames: 32500, Success: 0.112, PL: -0.002, VL: 48.085, Ent: 0.888, SAMPLES: 69.0
[2019-04-16 02:42:15.417128] Update: 13 / 1000, Frames: 35000, Success: 0.069, PL: -0.020, VL: 41.163, Ent: 0.857, SAMPLES: 90.0
[2019-04-16 02:50:22.439639] Update: 14 / 1000, Frames: 37500, Success: 0.075, PL: -0.026, VL: 32.158, Ent: 0.825, SAMPLES: 95.0
[2019-04-16 02:56:27.549361] Update: 15 / 1000, Frames: 40000, Success: 0.106, PL: 0.001, VL: 42.236, Ent: 0.796, SAMPLES: 83.0
[2019-04-16 03:03:10.495217] Update: 16 / 1000, Frames: 42500, Success: 0.050, PL: -0.020, VL: 52.301, Ent: 0.767, SAMPLES: 60.0
[2019-04-16 03:09:18.540903] Update: 17 / 1000, Frames: 45000, Success: 0.075, PL: -0.015, VL: 30.409, Ent: 0.737, SAMPLES: 90.0
[2019-04-16 03:15:19.890748] Update: 18 / 1000, Frames: 47500, Success: 0.081, PL: -0.021, VL: 33.055, Ent: 0.708, SAMPLES: 88.0
[2019-04-16 03:20:15.421898] Update: 19 / 1000, Frames: 50000, Success: 0.062, PL: -0.043, VL: 44.032, Ent: 0.680, SAMPLES: 100.0
[2019-04-16 03:24:23.090079] Update: 20 / 1000, Frames: 52500, Success: 0.062, PL: -0.017, VL: 26.332, Ent: 0.655, SAMPLES: 98.0
[2019-04-16 03:28:27.725855] Update: 21 / 1000, Frames: 55000, Success: 0.062, PL: -0.009, VL: 26.554, Ent: 0.625, SAMPLES: 95.0
[2019-04-16 03:32:22.460147] Update: 22 / 1000, Frames: 57500, Success: 0.081, PL: -0.029, VL: 32.955, Ent: 0.597, SAMPLES: 91.0
[2019-04-16 03:35:41.089824] Update: 23 / 1000, Frames: 60000, Success: 0.081, PL: -0.033, VL: 42.215, Ent: 0.571, SAMPLES: 79.0
[2019-04-16 03:38:36.603954] Update: 24 / 1000, Frames: 62500, Success: 0.081, PL: -0.021, VL: 19.966, Ent: 0.546, SAMPLES: 82.0
[2019-04-16 03:41:27.660275] Update: 25 / 1000, Frames: 65000, Success: 0.100, PL: -0.023, VL: 26.326, Ent: 0.520, SAMPLES: 87.0
[2019-04-16 03:44:05.724219] Update: 26 / 1000, Frames: 67500, Success: 0.081, PL: -0.009, VL: 35.317, Ent: 0.494, SAMPLES: 89.0
[2019-04-16 03:46:41.121418] Update: 27 / 1000, Frames: 70000, Success: 0.119, PL: -0.039, VL: 40.686, Ent: 0.468, SAMPLES: 99.0
[2019-04-16 03:49:17.380837] Update: 28 / 1000, Frames: 72500, Success: 0.175, PL: -0.028, VL: 24.334, Ent: 0.444, SAMPLES: 86.0
[2019-04-16 03:51:11.425015] Update: 29 / 1000, Frames: 75000, Success: 0.144, PL: -0.031, VL: 33.716, Ent: 0.421, SAMPLES: 90.0
[2019-04-16 03:53:05.740588] Update: 30 / 1000, Frames: 77500, Success: 0.131, PL: -0.023, VL: 22.786, Ent: 0.400, SAMPLES: 79.0
[2019-04-16 03:54:57.341559] Update: 31 / 1000, Frames: 80000, Success: 0.156, PL: -0.046, VL: 29.413, Ent: 0.379, SAMPLES: 87.0
[2019-04-16 03:56:45.051866] Update: 32 / 1000, Frames: 82500, Success: 0.150, PL: -0.028, VL: 19.914, Ent: 0.358, SAMPLES: 79.0
[2019-04-16 03:58:18.527365] Update: 33 / 1000, Frames: 85000, Success: 0.212, PL: -0.025, VL: 22.321, Ent: 0.336, SAMPLES: 75.0
[2019-04-16 03:59:42.964815] Update: 34 / 1000, Frames: 87500, Success: 0.194, PL: -0.022, VL: 23.436, Ent: 0.318, SAMPLES: 92.0
[2019-04-16 04:01:13.431371] Update: 35 / 1000, Frames: 90000, Success: 0.206, PL: 0.013, VL: 24.106, Ent: 0.302, SAMPLES: 92.0
[2019-04-16 04:02:29.632916] Update: 36 / 1000, Frames: 92500, Success: 0.256, PL: -0.008, VL: 19.470, Ent: 0.284, SAMPLES: 85.0
[2019-04-16 04:03:37.240046] Update: 37 / 1000, Frames: 95000, Success: 0.219, PL: -0.029, VL: 26.981, Ent: 0.265, SAMPLES: 81.0
[2019-04-16 04:04:40.639726] Update: 38 / 1000, Frames: 97500, Success: 0.225, PL: -0.005, VL: 16.224, Ent: 0.249, SAMPLES: 78.0
[2019-04-16 04:05:41.622092] Update: 39 / 1000, Frames: 100000, Success: 0.338, PL: -0.015, VL: 30.205, Ent: 0.233, SAMPLES: 80.0
[2019-04-16 04:06:44.174974] Update: 40 / 1000, Frames: 102500, Success: 0.350, PL: -0.029, VL: 23.980, Ent: 0.219, SAMPLES: 84.0
[2019-04-16 04:07:43.017078] Update: 41 / 1000, Frames: 105000, Success: 0.306, PL: -0.022, VL: 12.668, Ent: 0.204, SAMPLES: 69.0
[2019-04-16 04:08:43.423538] Update: 42 / 1000, Frames: 107500, Success: 0.294, PL: -0.039, VL: 19.512, Ent: 0.188, SAMPLES: 101.0
[2019-04-16 04:09:39.877426] Update: 43 / 1000, Frames: 110000, Success: 0.300, PL: -0.043, VL: 15.539, Ent: 0.173, SAMPLES: 82.0
[2019-04-16 04:10:25.610187] Update: 44 / 1000, Frames: 112500, Success: 0.275, PL: -0.019, VL: 11.971, Ent: 0.161, SAMPLES: 84.0
[2019-04-16 04:11:15.118542] Update: 45 / 1000, Frames: 115000, Success: 0.306, PL: -0.021, VL: 19.428, Ent: 0.150, SAMPLES: 90.0
[2019-04-16 04:12:04.904610] Update: 46 / 1000, Frames: 117500, Success: 0.356, PL: -0.024, VL: 15.138, Ent: 0.140, SAMPLES: 86.0
[2019-04-16 04:12:48.609421] Update: 47 / 1000, Frames: 120000, Success: 0.400, PL: -0.008, VL: 20.915, Ent: 0.124, SAMPLES: 93.0
[2019-04-16 04:13:31.212159] Update: 48 / 1000, Frames: 122500, Success: 0.344, PL: -0.009, VL: 15.737, Ent: 0.114, SAMPLES: 95.0
[2019-04-16 04:14:14.875153] Update: 49 / 1000, Frames: 125000, Success: 0.331, PL: -0.049, VL: 20.408, Ent: 0.102, SAMPLES: 94.0
[2019-04-16 04:14:58.021772] Update: 50 / 1000, Frames: 127500, Success: 0.300, PL: -0.035, VL: 13.241, Ent: 0.094, SAMPLES: 102.0
[2019-04-16 04:15:42.313310] Update: 51 / 1000, Frames: 130000, Success: 0.444, PL: -0.011, VL: 26.867, Ent: 0.085, SAMPLES: 86.0
[2019-04-16 04:16:26.746985] Update: 52 / 1000, Frames: 132500, Success: 0.337, PL: -0.005, VL: 14.273, Ent: 0.077, SAMPLES: 69.0
[2019-04-16 04:17:10.402141] Update: 53 / 1000, Frames: 135000, Success: 0.431, PL: -0.023, VL: 11.447, Ent: 0.066, SAMPLES: 79.0
